ID	Name	Matches	
GLUCOSE-1-PHOSPHAT-RXN	&alpha;-D-glucopyranose 1-phosphate + H<sub>2</sub>O  &rarr;  D-glucopyranose + phosphate	GLC-1-P, Glucopyranose, WATER, Pi	
GLUC1PURIDYLTRANS-RXN	&alpha;-D-glucopyranose 1-phosphate + UTP + H<SUP>+</SUP>  &harr;  UDP-&alpha;-D-glucose + diphosphate	GLC-1-P, PPI, PROTON, CPD-12575, UTP	
RXN-11792	&alpha;-D-glucopyranosyl-diphosphoundecaprenol + UDP-&alpha;-D-glucose  &rarr;  &beta;-D-glucosyl-(1,4)-&alpha;-D-glucosyl-diphosphoundecaprenol + UDP + H<SUP>+</SUP>	CPD-12773, CPD-12768, PROTON, UDP, CPD-12575	
RXN-12231	&alpha;-D-glucosamine 1-phosphate + GTP + H<SUP>+</SUP>  &rarr;  GDP-D-glucosamine + diphosphate	GLUCOSAMINE-1P, PPI, CPD-13160, GTP, PROTON	
GLUCOSAMINE-6-P-DEAMIN-RXN	&alpha;-D-glucosamine 6-phosphate + H<sub>2</sub>O  &harr;  &beta;-D-fructofuranose 6-phosphate + ammonium	CPD-13469, FRUCTOSE-6P, AMMONIUM, WATER	
2.3.1.78-RXN	&alpha;-D-glucosaminide-[heparan sulfate] + acetyl-CoA  =  <i>N</i>-acetyl-&alpha;-D-glucosaminide-[heparan sulfate] + coenzyme A	Heparan-sulfate-D-glucosaminides, Heparan-NAc-glucosaminide, ACETYL-COA, CO-A	
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN	&alpha;-D-glucose 6-phosphate  &harr;  &beta;-D-glucose 6-phosphate	ALPHA-GLC-6-P, GLC-6-P	
RXN-15312	&alpha;-D-glucose 6-phosphate + H<sub>2</sub>O  &rarr;  &alpha;-D-glucopyranose + phosphate	ALPHA-GLUCOSE, ALPHA-GLC-6-P, WATER, Pi	
RXN-13318	&alpha;-D-glucosyl-(1&rarr;3)-<i>N,N'</i>-diacetyl-&alpha;-D-bacillosaminyl-diphospho-<i>di-trans,octa-cis</i>-undecaprenol + a [protein]-L-serine  &rarr;  a 3-<i>O</i>-[&alpha;-D-glucosyl-(1&rarr;3)-<i>N,N'</i>-diacetyl-&beta;-D-bacillosaminyl]-(Ser)-[protein] + <i>di-trans,octa-cis</i>-undecaprenyl diphosphate + H<SUP>+</SUP>	CPD-14297, UNDECAPRENYL-DIPHOSPHATE, Protein-disaccharide-L-ser, Protein-L-serines, PROTON	
RXN-11806	&alpha;-D-glucosyl-(1,2)-&beta;-D-glucuronate-(1,2)-&alpha;-D-mannosyl-(1,3)-&beta;-D-glucosyl-(1,4)-&alpha;-D-glucosyl-diphosphoundecaprenol + UDP-&alpha;-D-glucose  &rarr;  &beta;-D-glucosyl-(1,6)-&alpha;-D-glucosyl-(1,2)-&beta;-D-glucuronate-(1,2)-&alpha;-D-mannosyl-(1,3)-&beta;-D-glucosyl-(1,4)-&alpha;-D-glucosyl-diphosphoundecaprenol + UDP + H<SUP>+</SUP>	CPD-12784, CPD-12785, PROTON, UDP, CPD-12575	
RXN-13075	&alpha;-D-glucosyl-(1->3)-L-rhamnose + phosphate  &harr;  L-rhamnopyranose + &beta;-D-glucopyranose 1-phosphate	CPD-14087, CPD-448, L-rhamnopyranose, Pi	
2.7.7.44-RXN	&alpha;-D-glucuronate 1-phosphate + UTP + H<SUP>+</SUP>  &harr;  UDP-&alpha;-D-glucuronate + diphosphate	CPD-510, PPI, PROTON, UDP-GLUCURONATE, UTP	
RXN0-2001	&alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A + 4-amino-4-deoxy-&alpha;-L-arabinopyranosyl <i>ditrans,octacis</i>-undecaprenyl phosphate  &rarr;  4'-&alpha;-L-Ara4<i>N</i>-&alpha;-Kdo-(2&rarr;4)-&alpha;-Kdo-(2&rarr;6)-[P4'-&alpha;-L-ara4<i>N</i>]-lipid A + <i>di-trans,octa-cis</i>-undecaprenyl phosphate	KDO2-LIPID-A, L-ARA4N-MODIFIED-KDO2-LIPID-A, CPD0-1189, CPD-9646	
RXN-16281	&alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A + <i>di-trans,octa-cis</i>-undecaprenyl diphosphate  &rarr;  &alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A 1-diphosphate + <i>di-trans,octa-cis</i>-undecaprenyl phosphate	KDO2-LIPID-A, CPD-17530, UNDECAPRENYL-DIPHOSPHATE, CPD-9646	
RXN0-5118	&alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A + ADP-L-glycero-&beta;-D-<I>manno</I>-heptose  &rarr;  heptosyl-Kdo<sub>2</sub>-lipid A + ADP + H<SUP>+</SUP>	KDO2-LIPID-A, ADP, ADP-L-GLYCERO-D-MANNO-HEPTOSE, PROTON, CPD0-929	
RXN-11916	&alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A + H<sub>2</sub>O  &rarr;  3-deoxy-&alpha;-D-<i>manno</i>-2-octulosonate + Kdo-lipid A	KDO2-LIPID-A, KDO, WATER, CPD-12903	
D-LYXOSE-KETOL-ISOMERASE-RXN	&alpha;-D-lyxopyranose  =  D-xylulose	CPD-227, D-XYLULOSE	
RXN-18913	&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-glucosaminylamine + 8 H<sub>2</sub>O  &rarr;  &beta;-1,4-D-mannopyranosyl-&beta;-1,4-N-acetyl-D-glucosaminyl-&beta;-1,4-N-acetyl-D-glucosaminylamine + 8 &alpha;-D-mannopyranose	CPD-20273, CPD-13559, CPD-20274, WATER	
RXN-16592	&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol<sub>[cytosol]</sub>  &rarr;  &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol<sub>[rough endoplasmic reticulum lumen]</sub>	CPD-5164	
RXN-5463	&alpha;-D-Man-(1&rarr;3)-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol + GDP-&alpha;-D-mannose  &rarr;  &alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol + GDP + H<SUP>+</SUP>	CPD-5161, CPD-5162, GDP, GDP-MANNOSE, PROTON	
RXN-14815	&alpha;-D-mannopyranose 6-phosphate  &harr;  &beta;-D-mannopyranose 6-phosphate	MANNOSE-6P, CPD-15711	
ABEQUOSYLTRANSFERASE-RXN	&alpha;-D-mannopyranosyl-(1&rarr;4)-&alpha;-L-rhamnopyranosyl-(1&rarr;3)-&beta;-D-galactopyranosyl-diphospholipid + CDP-&alpha;-abequose  =  &alpha;-D-abequopyranosyl-(1&rarr;3)-&alpha;-D-mannopyranosyl-(1&rarr;4)-&alpha;-L-rhamnopyranosyl-(1&rarr;3)-&beta;-D-galactopyranosyl-diphospholipid + CDP + H<SUP>+</SUP>	ABEQUOSYL-D-MANNOSYL-RHAMNOSYL-ETCETERA, D-MANNOSYL-RHAMNOSYL-ETCETERA, CDP, CDP-ABEQUOSE, PROTON	
PHOSMANMUT-RXN	&alpha;-D-mannose 1-phosphate  &harr;  D-mannopyranose 6-phosphate	MANNOSE-1P, CPD-15979	
MANNPGUANYLTRANGDP-RXN	&alpha;-D-mannose 1-phosphate + GDP + H<SUP>+</SUP>  =  GDP-&alpha;-D-mannose + phosphate	MANNOSE-1P, GDP, GDP-MANNOSE, PROTON, Pi	
2.7.7.13-RXN	&alpha;-D-mannose 1-phosphate + GTP + H<SUP>+</SUP>  &rarr;  GDP-&alpha;-D-mannose + diphosphate	MANNOSE-1P, PPI, GDP-MANNOSE, GTP, PROTON	
RXN-17725	&alpha;-D-mannose 1-phosphate + H<sub>2</sub>O  &rarr;  D-mannose + phosphate	MANNOSE-1P, MANNOSE, WATER, Pi	
RXN-14904	&alpha;-D-ribofuranose  &harr;  &beta;-D-ribofuranose	CPD-10330, CPD0-1108	
RXN-8801	&alpha;-D-ribose 1,5-bisphosphate  &rarr;  D-ribulose-1,5-bisphosphate	RIBOSE-15-BISPHOSPHATE, D-RIBULOSE-15-P2	
RXN0-1401	&alpha;-D-ribose 1,5-bisphosphate + ATP  &harr;  5-phospho-&alpha;-D-ribose 1-diphosphate + ADP	RIBOSE-15-BISPHOSPHATE, PRPP, ADP, ATP	
RXN-17955	&alpha;-D-ribose 1-(acetamidomethylphosphonate) 5-triphosphate + H<sub>2</sub>O  &rarr;  &alpha;-D-ribose-1-(2-<i>N</i>-acetamidomethylphosphonate) 5-phosphate + diphosphate + H<SUP>+</SUP>	CPD-19235, CPD-19236, PPI, WATER, PROTON	
RXN-15345	&alpha;-D-ribose 5-phosphate  &rarr;  &beta;-D-ribose 5-phosphate	CPD-15318, CPD-16551	
RXN-14997	&alpha;-D-ribose 5-phosphate  &rarr;  <i>aldehydo</i>-D-ribose 5-phosphate	CPD-15318, CPD-15895	
RXN0-6733	&alpha;-D-ribose-1-(methyl)phosphonate-5-triphosphate + H<sub>2</sub>O  &rarr;  &alpha;-D-ribose-1-methylphosphonate 5-phosphate + diphosphate + H<SUP>+</SUP>	CPD0-2479, CPD0-2480, PPI, WATER, PROTON	
PPENTOMUT-RXN	&alpha;-D-ribose-1-phosphate  &harr;  D-ribose 5-phosphate	RIBOSE-1P, RIBOSE-5P	
RXN-17958	&alpha;-D-ribose-1-[<i>N</i>-(phosphonomethyl)glycine] 5-triphosphate + H<sub>2</sub>O  &rarr;  &alpha;-D-ribose-1-[<i>N</i>-(phosphonomethyl)glycine] 5-phosphate + diphosphate + H<SUP>+</SUP>	CPD-19239, CPD-19238, PPI, WATER, PROTON	
RXN-17372	&alpha;-D-sedoheptulopyranose 7-phosphate  &rarr;  (R)-demethyl-4-deoxygadusol + phosphate + H<sub>2</sub>O	CPD-19339, CPD-18773, WATER, Pi	
RXN-9140	&alpha;-D-sedoheptulopyranose 7-phosphate  &rarr;  2-<i>epi</i>-5-<i>epi</i>-valiolone + phosphate	CPD-19339, CPD-9663, Pi	
2.7.7.11-RXN	&alpha;-D-xylose 1-phosphate + UTP + H<SUP>+</SUP>  &harr;  UDP-&alpha;-D-xylose + diphosphate	CPD-490, PPI, PROTON, UDP-D-XYLOSE, UTP	
RXN-11275	&alpha;-fenchene + 2 oxygen  &rarr;  &alpha;-fenchocamphorone + CO<SUB>2</SUB> + H<sub>2</sub>O	CPD-12222, CPD-12224, CARBON-DIOXIDE, WATER, OXYGEN-MOLECULE	
RXN-16998	&alpha;-glucose 1,6-bisphosphate + a phosphoglucomutase  &rarr;  D-glucopyranose 6-phosphate + a phosphorylated phosphoglucomutase	ALPHA-GLUCOSE-16-BISPHOSPHATE, D-glucopyranose-6-phosphate	
RXN-10628	&alpha;-humulene + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  10-hydroxy-&alpha;-humulene + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	CPD-8233, CPD-11422, WATER, OXYGEN-MOLECULE	
RXN-18342	&alpha;-hydroxyheme + oxygen + H<SUP>+</SUP>  &rarr;  verdoheme + carbon monoxide + H<sub>2</sub>O	CPD-19720, CARBON-MONOXIDE, WATER, PROTON, OXYGEN-MOLECULE, CPD-19719	
RXN-18151	&alpha;-isomaltosyl-(1&rarr;3)-isomaltose + H<sub>2</sub>O  &rarr;  2 isomaltose	CPD-19462, WATER, Isomaltose	
RXN-11328	&alpha;-Kdo-(2&rarr;6)-lipid IV<sub>A</sub> + ATP  &rarr;  4-<i>O</i>-phospho-&alpha;-Kdo-(2&rarr;6)-lipid IV<sub>A</sub> + ADP + H<SUP>+</SUP>	KDO-LIPID-IVA, CPD-12286, ADP, ATP, PROTON	
RXN0-5057	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid IV<SUB>A</SUB> + ADP-L-glycero-&beta;-D-<I>manno</I>-heptose  &rarr;  heptosyl-Kdo<sub>2</sub>-lipid IV<sub>A</sub> + ADP + H<SUP>+</SUP>	KDO2-LIPID-IVA, ADP, ADP-L-GLYCERO-D-MANNO-HEPTOSE, PROTON, HEPTOSYL-KDO2-LIPID-IVA	
RXN-12367	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid IV<SUB>A</SUB><SUB>[periplasm]</SUB> + 4-amino-4-deoxy-&alpha;-L-arabinopyranosyl <i>ditrans,octacis</i>-undecaprenyl phosphate<SUB>[periplasm]</SUB>  &rarr;  4'-&alpha;-L-Ara4<i>N</i>-&alpha;-Kdo-(2->4)-&alpha;-KDO-(2->6)-lipid IV<SUB>A</SUB><SUB>[periplasm]</SUB> + <i>di-trans,octa-cis</i>-undecaprenyl phosphate<SUB>[periplasm]</SUB>	KDO2-LIPID-IVA, CPD-13352, CPD0-1189, CPD-9646	
RXN-16750	&alpha;-Kdo8N-(2&rarr;6)-lipid IV<sub>A</sub> + ATP  &rarr;  4-<i>O</i>-phospho-&alpha;-Kdo8N-(2&rarr;6)-lipid IV<sub>A</sub> + ADP + H<SUP>+</SUP>	CPD-18065, CPD-18066, ADP, ATP, PROTON	
RXN-11613	&alpha;-ketoglutaryl-diaminobutyryl-citryl-ethanolamine + ATP + 2-oxoglutarate  &rarr;  achromobactin + AMP + diphosphate + H<SUP>+</SUP>	CPD-12579, 2-KETOGLUTARATE, CPD-9986, AMP, ATP, PPI, PROTON	
RXN0-5298	&alpha;-L-fucopyranose  &harr;  &beta;-L-fucopyranose	CPD-10329, CPD0-1107	
FUCISOM-RXN	&alpha;-L-fucopyranose  &harr;  L-fuculose	CPD-10329, L-FUCULOSE	
ALPHA-L-FUCOSIDASE-RXN	&alpha;-L-fucoside + H<sub>2</sub>O  &rarr;  an alcohol + L-fucopyranose	AN-ALPHA-L-FUCOSIDE, Alcohols, WATER, L-Fucopyranoses	
RXN-14563	&alpha;-L-fucosyl-(1&rarr;2)-&beta;-D-galactosyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyldiphospho-<i>ditrans,octacis</i>-undecaprenol + UDP-&alpha;-D-galactose  &rarr;  &alpha;-D-galactosyl-(1&rarr;3)-[&alpha;-L-fucosyl-(1&rarr;2)]-&beta;-D-galactosyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyldiphospho-<i>ditrans,octacis</i>-undecaprenol + UDP + H<SUP>+</SUP>	CPD-15434, CPD-15433, PROTON, UDP, CPD-14553	
RXN0-5306	&alpha;-L-rhamnopyranose  &rarr;  &beta;-L-rhamnopyranose	RHAMNOSE, CPD0-1112	
RXN-11072	&alpha;-L-rhamnopyranosyl-(1&rarr;3)-N-acetyl-&alpha;-D-glucosaminyl-diphospho-trans,octacis-decaprenol + UDP-&alpha;-D-galactofuranose  &rarr;  &beta;-D-galactofuranosyl-(1&rarr;4)-&alpha;-L-rhamnopyranosyl-(1&rarr;3)-N-acetyl-&alpha;-D-glucosaminyl-diphospho-trans,octacis-decaprenol + UDP + H<SUP>+</SUP>	CPD-12028, CPD-12029, PROTON, UDP, UDP-D-GALACTO-14-FURANOSE	
RXN-12176	&alpha;-L-rhamnose-[rhamnogalacturonan I oligosaccharide] + H<sub>2</sub>O  &rarr;  &beta;-L-rhamnopyranose + &alpha;-D-galacturonate-[rhamnogalacturonan I oligosaccharide]	D-galacturonate-rhamnogalacturonan, L-Rhamnose-rhamnogalacturonan, CPD0-1112, WATER	
RXN0-5363	&alpha;-lactose  &harr;  allolactose	Alpha-lactose, ALLOLACTOSE	
LACTOSE-DEHYDRO-RXN	&alpha;-lactose + an oxidized unknown electron carrier  &rarr;  3'-ketolactose + a reduced unknown electron carrier	Alpha-lactose, 3-KETOLACTOSE, Donor-H2	
