ID	Name	Matches	
RXN-13318	&alpha;-D-glucosyl-(1&rarr;3)-<i>N,N'</i>-diacetyl-&alpha;-D-bacillosaminyl-diphospho-<i>di-trans,octa-cis</i>-undecaprenol + a [protein]-L-serine  &rarr;  a 3-<i>O</i>-[&alpha;-D-glucosyl-(1&rarr;3)-<i>N,N'</i>-diacetyl-&beta;-D-bacillosaminyl]-(Ser)-[protein] + <i>di-trans,octa-cis</i>-undecaprenyl diphosphate + H<SUP>+</SUP>	PWY-7037	
RXN-11806	&alpha;-D-glucosyl-(1,2)-&beta;-D-glucuronate-(1,2)-&alpha;-D-mannosyl-(1,3)-&beta;-D-glucosyl-(1,4)-&alpha;-D-glucosyl-diphosphoundecaprenol + UDP-&alpha;-D-glucose  &rarr;  &beta;-D-glucosyl-(1,6)-&alpha;-D-glucosyl-(1,2)-&beta;-D-glucuronate-(1,2)-&alpha;-D-mannosyl-(1,3)-&beta;-D-glucosyl-(1,4)-&alpha;-D-glucosyl-diphosphoundecaprenol + UDP + H<SUP>+</SUP>	PWY-6658	
2.7.7.44-RXN	&alpha;-D-glucuronate 1-phosphate + UTP + H<SUP>+</SUP>  &harr;  UDP-&alpha;-D-glucuronate + diphosphate	PWY-4841	
RXN0-2001	&alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A + 4-amino-4-deoxy-&alpha;-L-arabinopyranosyl <i>ditrans,octacis</i>-undecaprenyl phosphate  &rarr;  4'-&alpha;-L-Ara4<i>N</i>-&alpha;-Kdo-(2&rarr;4)-&alpha;-Kdo-(2&rarr;6)-[P4'-&alpha;-L-ara4<i>N</i>]-lipid A + <i>di-trans,octa-cis</i>-undecaprenyl phosphate	PWY0-1338	
RXN0-5118	&alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A + ADP-L-glycero-&beta;-D-<I>manno</I>-heptose  &rarr;  heptosyl-Kdo<sub>2</sub>-lipid A + ADP + H<SUP>+</SUP>	LIPA-CORESYN-PWY, LPSSYN-PWY	
RXN-16592	&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol<sub>[cytosol]</sub>  &rarr;  &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol<sub>[rough endoplasmic reticulum lumen]</sub>	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	
RXN-5463	&alpha;-D-Man-(1&rarr;3)-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol + GDP-&alpha;-D-mannose  &rarr;  &alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol + GDP + H<SUP>+</SUP>	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	
PHOSMANMUT-RXN	&alpha;-D-mannose 1-phosphate  &harr;  D-mannopyranose 6-phosphate	PWY-7456, PWY-7586, COLANSYN-PWY, PWY-5659, PWY-882, PWY-7323	
2.7.7.13-RXN	&alpha;-D-mannose 1-phosphate + GTP + H<SUP>+</SUP>  &rarr;  GDP-&alpha;-D-mannose + diphosphate	COLANSYN-PWY, PWY-5659, PWY-882, PWY-7323	
RXN-8801	&alpha;-D-ribose 1,5-bisphosphate  &rarr;  D-ribulose-1,5-bisphosphate	PWY-5532	
RXN0-1401	&alpha;-D-ribose 1,5-bisphosphate + ATP  &harr;  5-phospho-&alpha;-D-ribose 1-diphosphate + ADP	PWY-7805, PWY-7807	
RXN-17955	&alpha;-D-ribose 1-(acetamidomethylphosphonate) 5-triphosphate + H<sub>2</sub>O  &rarr;  &alpha;-D-ribose-1-(2-<i>N</i>-acetamidomethylphosphonate) 5-phosphate + diphosphate + H<SUP>+</SUP>	PWY-7805	
RXN0-6733	&alpha;-D-ribose-1-(methyl)phosphonate-5-triphosphate + H<sub>2</sub>O  &rarr;  &alpha;-D-ribose-1-methylphosphonate 5-phosphate + diphosphate + H<SUP>+</SUP>	PWY0-1533, PWY-7399	
PPENTOMUT-RXN	&alpha;-D-ribose-1-phosphate  &harr;  D-ribose 5-phosphate	PWY0-1296	
RXN-17958	&alpha;-D-ribose-1-[<i>N</i>-(phosphonomethyl)glycine] 5-triphosphate + H<sub>2</sub>O  &rarr;  &alpha;-D-ribose-1-[<i>N</i>-(phosphonomethyl)glycine] 5-phosphate + diphosphate + H<SUP>+</SUP>	PWY-7807	
RXN-17372	&alpha;-D-sedoheptulopyranose 7-phosphate  &rarr;  (R)-demethyl-4-deoxygadusol + phosphate + H<sub>2</sub>O	PWY-7751	
RXN-9140	&alpha;-D-sedoheptulopyranose 7-phosphate  &rarr;  2-<i>epi</i>-5-<i>epi</i>-valiolone + phosphate	PWY-7752, PWY-5818	
RXN-11275	&alpha;-fenchene + 2 oxygen  &rarr;  &alpha;-fenchocamphorone + CO<SUB>2</SUB> + H<sub>2</sub>O	PWY-6437, PWY-6449	
RXN-10628	&alpha;-humulene + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  10-hydroxy-&alpha;-humulene + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-6265	
RXN-18151	&alpha;-isomaltosyl-(1&rarr;3)-isomaltose + H<sub>2</sub>O  &rarr;  2 isomaltose	PWY-7828	
RXN-11328	&alpha;-Kdo-(2&rarr;6)-lipid IV<sub>A</sub> + ATP  &rarr;  4-<i>O</i>-phospho-&alpha;-Kdo-(2&rarr;6)-lipid IV<sub>A</sub> + ADP + H<SUP>+</SUP>	PWY-7675	
RXN-16750	&alpha;-Kdo8N-(2&rarr;6)-lipid IV<sub>A</sub> + ATP  &rarr;  4-<i>O</i>-phospho-&alpha;-Kdo8N-(2&rarr;6)-lipid IV<sub>A</sub> + ADP + H<SUP>+</SUP>	PWY-7676	
RXN-11613	&alpha;-ketoglutaryl-diaminobutyryl-citryl-ethanolamine + ATP + 2-oxoglutarate  &rarr;  achromobactin + AMP + diphosphate + H<SUP>+</SUP>	PWY-6574	
RXN0-5298	&alpha;-L-fucopyranose  &harr;  &beta;-L-fucopyranose	FUCCAT-PWY, FUC-RHAMCAT-PWY	
FUCISOM-RXN	&alpha;-L-fucopyranose  &harr;  L-fuculose	FUCCAT-PWY, FUC-RHAMCAT-PWY	
RXN-14563	&alpha;-L-fucosyl-(1&rarr;2)-&beta;-D-galactosyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyldiphospho-<i>ditrans,octacis</i>-undecaprenol + UDP-&alpha;-D-galactose  &rarr;  &alpha;-D-galactosyl-(1&rarr;3)-[&alpha;-L-fucosyl-(1&rarr;2)]-&beta;-D-galactosyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyldiphospho-<i>ditrans,octacis</i>-undecaprenol + UDP + H<SUP>+</SUP>	PWY-7290	
RXN0-5306	&alpha;-L-rhamnopyranose  &rarr;  &beta;-L-rhamnopyranose	RHAMCAT-PWY, FUC-RHAMCAT-PWY	
RXN-11072	&alpha;-L-rhamnopyranosyl-(1&rarr;3)-N-acetyl-&alpha;-D-glucosaminyl-diphospho-trans,octacis-decaprenol + UDP-&alpha;-D-galactofuranose  &rarr;  &beta;-D-galactofuranosyl-(1&rarr;4)-&alpha;-L-rhamnopyranosyl-(1&rarr;3)-N-acetyl-&alpha;-D-glucosaminyl-diphospho-trans,octacis-decaprenol + UDP + H<SUP>+</SUP>	PWY-6397, PWY-6404	
LACTOSE-DEHYDRO-RXN	&alpha;-lactose + an oxidized unknown electron carrier  &rarr;  3'-ketolactose + a reduced unknown electron carrier	LACTOSEUTIL-PWY	
RXN-12137	&alpha;-linolenate + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  (12Z,15Z)-9,10-epoxyoctadeca-12,15-dienoate + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-6710	
RXN-12139	&alpha;-linolenate + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  (9Z,12Z)-15,16-epoxyoctadeca-9,12-dienoate + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-6710	
RXN-12138	&alpha;-linolenate + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  (9Z,15Z)-12,13-epoxy-octadeca-9,15-dienoate + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-6710	
LINOLENOYL-RXN	&alpha;-linolenate + ATP + coenzyme A  &rarr;  &alpha;-linolenoyl-CoA + AMP + diphosphate	PWY-7049, PWY-7724	
RXN-1321	&alpha;-linolenate + oxygen  &rarr;  13(S)-HPOTE	PWY-735, PWY-5433, PWY-5410	
RXN-8497	&alpha;-linolenate + oxygen  &rarr;  9(<i>S</i>)-HPOTE	PWY-5407, PWY-5408, PWY-5406, PWY-5433, PWY-6917	
RXN-13426	&alpha;-linolenoyl-CoA + 2 a ferrocytochrome <i>b<SUB>5</SUB></i> + oxygen + 2 H<SUP>+</SUP>  &rarr;  stearidonoyl-CoA + 2 a ferricytochrome <i>b<sub>5</sub></i> + 2 H<sub>2</sub>O	PWY-7049	
5.4.99.16-RXN	&alpha;-maltose  &harr;  &alpha;,&alpha;-trehalose	PWY-7900, PWY-2622	
RXN-13028	&alpha;-maltose 1-phosphate + (1,4-&alpha;-D-glucosyl)<sub>(n-1)</sub>  &rarr;  (1,4-&alpha;-D-glucosyl)<sub>(n+1)</sub> + phosphate	PWY-7900	
TRANS-RXN-343	&alpha;-ribazole<sub>[out]</sub>  &rarr;  &alpha;-ribazole<sub>[in]</sub>	PWY-7975	
RXN-11003	&alpha;-tocopherol + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  13'-hydroxy-&alpha;-tocopherol + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-6377	
RXN18C3-16	&alpha;-tomatine + H<sub>2</sub>O  &rarr;  &beta;1-tomatine + &alpha;-D-xylopyranose	PWY18C3-5	
RXN18C3-14	&alpha;-tomatine + H<sub>2</sub>O  &rarr;  &beta;2-tomatine + &beta;-D-glucopyranose	PWY18C3-5	
RXN18C3-15	&alpha;-tomatine + H<sub>2</sub>O  &rarr;  tomatidine + lycotetraose	PWY18C3-5	
RXN-10649	&beta;,&chi;-carotene + 2 an oxidized unknown electron carrier  &rarr;  renierapurpurin + 2 a reduced unknown electron carrier	PWY-6280	
RXN-15344	&beta;-1,4-D-mannobiose  &harr;  &beta;-D-mannosyl-(1&rarr;4)-D-glucose	PWY-7456	
RXN-15500	&beta;-10-hydroxy-12-demethyl-11,12-dehydropaspaline + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  13-desoxypaxilline + an oxidized [NADPH-hemoprotein reductase] + 2 H<sub>2</sub>O	PWY-7493	
HOMOGLUTATHIONE-SYNTHASE-RXN	&beta;-alanine + &gamma;-L-glutamyl-L-cysteine + ATP  &rarr;  homoglutathione + ADP + phosphate + H<SUP>+</SUP>	PWY-6840	
PANTOATE-BETA-ALANINE-LIG-RXN	&beta;-alanine + (R)-pantoate + ATP  &rarr;  (<i>R</i>)-pantothenate + AMP + diphosphate + H<SUP>+</SUP>	PANTO-PWY, PANTOSYN-PWY, PWY-4221	
RXN-2901	&beta;-alanine + 2-oxoglutarate  &harr;  3-oxopropanoate + L-glutamate	BETA-ALA-DEGRADATION-I-PWY	
CARNOSINE-SYNTHASE-RXN	&beta;-alanine + L-histidine + ATP  &rarr;  carnosine + ADP + phosphate + H<SUP>+</SUP>	PWY66-420	
BETA-ALANOPINE-DEHYDROGENASE-RXN	&beta;-alanopine + NAD<sup>+</sup> + H<sub>2</sub>O  &larr;  pyruvate + &beta;-alanine + NADH + H<SUP>+</SUP>	PWY-7351	
RXN-13509	&beta;-amyrin + 3 a reduced [NADPH-hemoprotein reductase] + 3 oxygen  &rarr;  oleanolate + 3 an oxidized [NADPH-hemoprotein reductase] + 4 H<sub>2</sub>O + H<SUP>+</SUP>	PWY-5672	
RXN-12681	&beta;-amyrin + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  11&alpha;-hydroxy-&beta;-amyrin + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-7066	
RXN-15383	&beta;-amyrin + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  12,13&beta;-epoxy-&beta;-amyrin + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-7473, PWY-7476	
RXN-8082	&beta;-amyrin + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  24-hydroxy-&beta;-amyrin + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-5203	
RXN-13489	&beta;-amyrin + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  30-hydroxy-&beta;-amyrin + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-7066	
RXN-13503	&beta;-amyrin + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  erythrodiol + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-7069	
RXN-15385	&beta;-amyrin + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  maniladiol + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-7473, PWY-7476	
RXN-8083	&beta;-amyrin + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  sophoradiol + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	PWY-5203	
RXN-18464	&beta;-anaerubin + NADP<sup>+</sup>  &larr;  anaerobilin + NADPH + H<SUP>+</SUP>	PWY-7846	
RXN-13641	&beta;-carotene  &harr;  9-<i>cis</i>-&beta;-carotene	PWY-7101	
RXN-16449	&beta;-carotene + 2 a plastoquinone + H<sub>2</sub>O  &rarr;  echinenone + 2 a plastoquinol	PWY-7638	
RXN-8025	&beta;-carotene + 2 a reduced ferredoxin [iron-sulfur] cluster + oxygen + 2 H<SUP>+</SUP>  &rarr;  &beta;-cryptoxanthin + 2 an oxidized ferredoxin [iron-sulfur] cluster + H<sub>2</sub>O	PWY-5288, PWY-7638, CAROTENOID-PWY, PWY-5944	
RXN-8184	&beta;-carotene + 2 a reduced unknown electron carrier + 2 oxygen  &rarr;  echinenone + 2 an oxidized unknown electron carrier + 3 H<sub>2</sub>O	PWY-5288	
RXN-10648	&beta;-carotene + 2 an oxidized unknown electron carrier  &rarr;  &beta;,&chi;-carotene + 2 a reduced unknown electron carrier	PWY-6280	
RXN-19133	&beta;-carotene + 2 an oxidized unknown electron carrier  &rarr;  &beta;-isorenieratene + 2 a reduced unknown electron carrier	PWY-7938	
RXN-8194	&beta;-carotene + 2 an oxidized unknown electron carrier  &rarr;  3,4,3',4'-tetradehydro-&beta;,&beta;-carotene + 2 a reduced unknown electron carrier	PWY-5291	
RXN-8192	&beta;-carotene + 2 an oxidized unknown electron carrier + 2 H<sub>2</sub>O  &rarr;  isozeaxanthin + 2 a reduced unknown electron carrier	PWY-5291	
RXN-7883	&beta;-carotene + 2 oxygen  &rarr;  2 &beta;-ionone + 4,9-dimethyldodeca-2,4,6,8,10-pentaene-1,12-dial	PWY-6806	
RXN-16413	&beta;-carotene + a reduced unknown electron carrier + oxygen  &rarr;  isocryptoxanthin + an oxidized unknown electron carrier + H<sub>2</sub>O	PWY-7636	
RXN-13374	&beta;-carotene + oxygen  &rarr;  2 <i>all-trans</i>-retinal	PWY-6857	
RXN-10741	&beta;-carotene + oxygen  &rarr;  <i>all-trans</i>-10'-apo-&beta;-carotenal + &beta;-ionone	PWY-6806	
RXN18C3-23	&beta;-cembratriene-ol + NAD(P)H + oxygen + H<SUP>+</SUP>  &rarr;  &beta;-cembratriene-4,6-diol + NAD(P)<sup>+</sup> + H<sub>2</sub>O	PWY18C3-7, PWY18C3-14	
RXN-8883	&beta;-chaconine + UDP-&beta;-L-rhamnose  &rarr;  &alpha;-chaconine + UDP + H<SUP>+</SUP>	PWY-5666	
RXN-15980	&beta;-citraurin + oxygen  &rarr;  8',8-diapocarotene-8',8-dial + 3&beta;-hydroxy-&beta;-cyclocitral	PWY-5397	
RXN-8026	&beta;-cryptoxanthin + 2 a reduced ferredoxin [iron-sulfur] cluster + oxygen + 2 H<SUP>+</SUP>  &rarr;  zeaxanthin + 2 an oxidized ferredoxin [iron-sulfur] cluster + H<sub>2</sub>O	PWY-5288, PWY-7638, CAROTENOID-PWY, PWY-5944	
BETA-CYCLOPIAZONATE-DEHYDROGENASE-RXN	&beta;-cyclopiazonate + an oxidized unknown electron carrier  &rarr;  &alpha;-cyclopiazonate + a reduced unknown electron carrier	PWY-7555	
RXN-10773	&beta;-D-cellobiose + H<sub>2</sub>O  &rarr;  2 D-glucopyranose	PWY-6788	
KETOHEXOKINASE-RXN	&beta;-D-fructofuranose + ATP  &rarr;  &beta;-D-fructofuranose 1-phosphate + ADP + H<SUP>+</SUP>	PWY66-373	
FRUCTOKINASE-RXN	&beta;-D-fructofuranose + ATP  &rarr;  &beta;-D-fructofuranose 6-phosphate + ADP + H<SUP>+</SUP>	PWY-4101, P122-PWY, PWY-6531, SUCUTIL-PWY, PWY-3801, PWY-621, PWY-5384, SUCROSEUTIL2-PWY, PWY-7345	
RXN-8631	&beta;-D-fructofuranose 1-phosphate  &rarr;  glycerone phosphate + D-glyceraldehyde	PWY66-373	
R302-RXN	&beta;-D-fructofuranose 6-phosphate + ADP  &harr;  &beta;-D-fructose 1,6-bisphosphate + AMP + H<SUP>+</SUP>	PWY-6146, PWY-6142, P341-PWY	
6-PHOSPHOFRUCTO-2-KINASE-RXN	&beta;-D-fructofuranose 6-phosphate + ATP  &rarr;  &beta;-D-fructose 2,6-bisphosphate + ADP + H<SUP>+</SUP>	PWY66-423	
RXN-13745	&beta;-D-fructofuranose 6-phosphate + CTP + H<SUP>+</SUP>  &rarr;  CDP-D-fructose + diphosphate	PWY-7127	
2.7.1.90-RXN	&beta;-D-fructofuranose 6-phosphate + diphosphate  &harr;  &beta;-D-fructose 1,6-bisphosphate + phosphate + H<SUP>+</SUP>	PWY-1042, PWY-5464	
L-GLN-FRUCT-6-P-AMINOTRANS-RXN	&beta;-D-fructofuranose 6-phosphate + L-glutamine  &harr;  D-glucosamine 6-phosphate + L-glutamate	OANTIGEN-PWY, PWY-6981, PWY-6749, PWY-6404, PWY-7332, PWY-8013, UDPNAGSYN-PWY, UDPNACETYLGALSYN-PWY	
FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN	&beta;-D-fructofuranose 6-phosphate + phosphate  &rarr;  D-erythrose 4-phosphate + acetyl phosphate + H<sub>2</sub>O	P124-PWY	
F16ALDOLASE-RXN	&beta;-D-fructose 1,6-bisphosphate  &harr;  glycerone phosphate + D-glyceraldehyde 3-phosphate	PWY-7385, PWY-6886, PWY-6146, CALVIN-PWY, PWY-7124, PWY-1861, P185-PWY, GLUCONEO-PWY, PWY-6142, PWY66-399, GLYCOLYSIS, PWY-5484, ANAGLYCOLYSIS-PWY, PWY-1042, P341-PWY, P461-PWY, ANAEROFRUCAT-PWY, PHOTOALL-PWY, PWY-7218, SUCSYN-PWY, P441-PWY, PWY-7345, PWY-5464, GLYCOLYSIS-E-D, GLYCOLYSIS-TCA-GLYOX-BYPASS, HEXITOLDEGSUPER-PWY	
RXN-18820	&beta;-D-fructose 1,6-bisphosphate  &rarr;  1-deoxy-2,3-hexodiulose-6-phosphate + phosphate	PWY-5975	
