ID	Name	Matches	
G-10272	abfH	4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	
G-10270	abfT	RXN-8889	
G6670	abgA	RXN0-5040	
G6669	abgB	RXN0-5040	
EG12853	abgT	TRANS-RXN0-452	
HS07207	ABHD10	RXN-13605	
HS02085	ABHD4	RXN-20554, RXN-20562, RXN-20558, RXN-20559, RXN-20555, RXN-20561, RXN-20546, RXN-20560	
G-55052	ablB	RXN-18530	
G-44506	ABM	RXN-10450	
G-10944	abmA	ANTHRANILOYL-COA-MONOOXYGENASE-RXN	
G-10942	abmG1	AMINOBENZCOALIG-RXN	
G-10941	abmG2	AMINOBENZCOALIG-RXN	
G-12797	abnA	3.2.1.99-RXN	
BSU28810	abnA	3.2.1.99-RXN	
HS10887	ABO-A	2.4.1.40-RXN, RXN-18242, RXN-18243	
G-54960	ABO-B	2.4.1.37-RXN, RXN-18244, RXN-18245	
HS00083	ABP1	RXN-9599, RXN-9600	
G-14966	abp1	RXN-13104	
G-11214	ABP1	RXN-9600	
G-14968	abp2	RXN-13105	
G18C3-45	ABS	RXN-13770	
G-11219	ACA2	TRANS-RXN-194	
HS00752	ACAA1	RXN-10701, RXN-17782, RXN-17778, RXN-10700, RXN-10699, RXN-12710, RXN-11246, KETOACYLCOATHIOL-RXN, RXN-17795, RXN-17791, RXN-16561, 2.3.1.155-RXN, RXN-16560, RXN-17787, RXN-12561, RXN-12565, RXN-14274, RXN-14277, RXN-14268, RXN-13617, RXN0-6512	
HS09539	ACAA2	RXN-17782, RXN-17778, KETOACYLCOATHIOL-RXN, RXN-17795, RXN-17791, RXN-16561, 2.3.1.155-RXN, RXN-16560, RXN-17787, RXN-12561, RXN-12565, RXN-14274, RXN-14277, RXN-14268, RXN-13617	
HS03876	ACADL	RXN-16557, RXN-17779, RXN-17792, LONG-CHAIN-ACYL-COA-DEHYDROGENASE-RXN, RXN-17784, RXN-17788, RXN-14131, RXN-17775, RXN-16540	
HS04089	ACADM	RXN-17796, RXN-11734, RXN-13615, RXN-14278, RXN-14262, RXN-14229	
HS04619	ACADS	RXN-13449, BUTYRYL-COA-DEHYDROGENASE-RXN	
G-9097	Acadsb	2-METHYLACYL-COA-DEHYDROGENASE-RXN, MEPROPCOA-FAD-RXN	
HS01081	ACADVL	RXN-13451	
HS05484	ACAS2	ACETATE--COA-LIGASE-RXN	
HS01167	ACAT1	ACETYL-COA-ACETYLTRANSFER-RXN, METHYLACETOACETYLCOATHIOL-RXN, RXN-20155, RXN-20154	
HS04399	ACAT2	ACETYL-COA-ACETYLTRANSFER-RXN, RXN-20155, RXN-20154	
G-58276	acbA	RXN-19516	
G-58274	acbB	RXN-682	
G-58277	acbC	RXN-19517	
G-58275	acbD	RXN-19515	
HS05598	ACC1	BIOTIN-CARBOXYL-RXN, RXN0-5055, ACETYL-COA-CARBOXYLTRANSFER-RXN	
AT1G36160	ACC1	ACETYL-COA-CARBOXYLTRANSFER-RXN	
HS01211	ACC2	BIOTIN-CARBOXYL-RXN, RXN0-5055, ACETYL-COA-CARBOXYLTRANSFER-RXN	
G-15073	accA	RXN0-5055	
EG11647	accA	RXN0-5055	
G185E-7559	accA3	RXN0-5055	
G-10367	accB	BIOTIN-CARBOXYL-RXN, RXN0-5055, PROPIONYL-COA-CARBOXY-RXN	
G-10368	accC	BIOTIN-CARBOXYL-RXN, RXN0-5055, PROPIONYL-COA-CARBOXY-RXN	
G-15076	accC	BIOTIN-CARBOXYL-RXN	
EG10276	accC	BIOTIN-CARBOXYL-RXN	
G-15074	accD	RXN0-5055	
ATCG00500	ACCD	RXN0-5055	
EG10217	accD	RXN0-5055	
G185E-8095	accD4	RXN1G-4355	
G185E-7554	accD5	RXN1G-4355	
G185E-6463	accD6	RXN0-5055	
G-18023	acd	RXN-15362	
G-58752	acdA	RXN-19885, RXN-19882, RXN-19888	
G-9185	acdA	ACETATE--COA-LIGASE-ADP-FORMING-RXN	
G-9186	acdB	ACETATE--COA-LIGASE-ADP-FORMING-RXN	
G-9098	acdH	2-METHYLACYL-COA-DEHYDROGENASE-RXN, MEPROPCOA-FAD-RXN, RXN0-2301	
HS08412	ACE	3.4.15.1-RXN	
EG10022	aceA	ISOCIT-CLEAV-RXN	
G-12297	aceA	RXN-11791	
G-12298	aceB	RXN-11792	
EG10023	aceB	MALSYN-RXN	
G-12299	aceC	RXN-11788	
EG10024	aceE	RXN-12508, RXN0-1132, RXN0-1133, RXN0-1134, PYRUVDEH-RXN, RXN-12583	
EG10025	aceF	RXN-12508, RXN0-1132, RXN0-1133, RXN0-1134, PYRUVDEH-RXN, RXN-12583	
EG10026	aceK	DEPHOSICITDEHASE-RXN, PHOSICITDEHASE-RXN	
G-12301	aceP	RXN-11806	
G-12300	aceQ	RXN-11805	
G-12302	aceR	RXN-11807	
G-12185	Acet6	RXN-8347, RXN-11681, RXN-11680, RXN-11682	
G-11005	ACH	5.4.99.17-RXN, RXN-4961	
YBL015W	ACH1	ACETYL-COA-HYDROLASE-RXN	
AT1G01710	ACH2	THIOESTER-RXN, RXN-9628, RXN-9629, RXN-9627, LINOLEOYL-RXN, RXN-9626, RXN-9666, RXN-10662, PALMITOYL-COA-HYDROLASE-RXN, RXN-9624, RXN-20355	
G-14654	ache	ACETYLCHOLINESTERASE-RXN	
G-34612	aci	RXN-15893	
G-11996	ACIAD0131	25-DIOXOVALERATE-DEHYDROGENASE-RXN	
G-383	ack	ACETATEKIN-RXN	
GIO2-1257	ACK1	ACETATEKIN-RXN	
G-103	ackA	ACETATEKIN-RXN	
G-229	ackA	ACETATEKIN-RXN	
G-154	ackA	ACETATEKIN-RXN	
G-10260	ackA	ACETATEKIN-RXN	
G-58764	ackA	ACETATEKIN-RXN	
EG10027	ackA	ACETATEKIN-RXN, PROPKIN-RXN	
G-10466	Acl1	RXN-8926	
G-17976	acl2	BETA-ALANYL-COA-AMMONIA-LYASE-RXN	
G-11768	ACL5	RXN-11190	
G-9208	aclA	ATP-CITRATE-PRO-S--LYASE-RXN	
AT1G10670	ACLA-1	ATP-CITRATE-PRO-S--LYASE-RXN	
G-9209	aclB	ATP-CITRATE-PRO-S--LYASE-RXN	
AT5G49460	ACLB-2	ATP-CITRATE-PRO-S--LYASE-RXN	
HS05535	ACLY	ATP-CITRATE-PRO-S--LYASE-RXN	
G-44214	acmA	RXN-17074	
G-44522	acmA	RXN-17567	
G-44213	acmB	RXN-17076	
G-44523	acmB	RXN-17572	
G-44212	acmC	RXN-17073	
G-44211	acmD	RXN-17075	
G-44209	acmF	ARYLFORMAMIDASE-RXN	
G-44210	acmG	RXN-8665	
G-44207	acmH	RXN-17069	
G-44205	acmI	RXN-17068	
G-44208	acmK	RXN-17069	
G-44206	acmL	RXN-17068	
HS14455	ACMSD	AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN	
G185E-5659	acn	ACONITATEHYDR-RXN, ACONITATEDEHYDR-RXN	
G-10384	acnA	4.2.1.99-RXN, ACONITATEDEHYDR-RXN	
EG11325	acnA	ACONITATEHYDR-RXN, ACONITATEDEHYDR-RXN	
G-10385	acnB	4.2.1.99-RXN, ACONITATEDEHYDR-RXN	
EG12316	acnB	4.2.1.99-RXN, ACONITATEHYDR-RXN, ACONITATEDEHYDR-RXN	
HP0779	acnB	ACONITATEHYDR-RXN, ACONITATEDEHYDR-RXN, RXN-14047	
G-10386	acnD	RXN-8979	
G-12154	Aco	ACONITATEDEHYDR-RXN	
G-11917	ACO	ETHYL-RXN	
AT4G35830	ACO1	ACONITATEHYDR-RXN, ACONITATEDEHYDR-RXN	
HS04597	ACO1	ACONITATEHYDR-RXN, ACONITATEDEHYDR-RXN	
YLR304C	ACO1	ACONITATEHYDR-RXN, ACONITATEDEHYDR-RXN	
HS02077	ACO2	ACONITATEHYDR-RXN, ACONITATEDEHYDR-RXN	
G-11909	ACO4	ETHYL-RXN	
G-10828	acoA	RXN-9718	
G-10829	acoB	RXN-9718	
G-10830	acoC	RXN-9718	
G-10831	acoL	RXN-9718	
AT1G62940	ACOS5	RXN-16402, RXN-16401, RXN-12184, RXN-12185	
G-10780	ACOT1	RXN-13430, RXN-9628, RXN-9629, RXN-9627, RXN-9626, RXN-9666, PALMITOYL-COA-HYDROLASE-RXN, RXN-9624	
HS04318	ACOT2	RXN-9628, RXN-9629, RXN-9627, RXN-9626, RXN-9666, PALMITOYL-COA-HYDROLASE-RXN, RXN-9624	
HS16863	ACOT4	RXN-9628, RXN-9629, RXN-9627, RXN-9626, RXN-9666, PALMITOYL-COA-HYDROLASE-RXN, RXN-9624, SUCCINYL-COA-HYDROLASE-RXN	
HS08589	ACOX1	RXN-17113, RXN-16134, RXN-11026, RXN-12669	
HS09732	ACOX2	1.17.99.3-RXN, RXN-9798, RXN-11026, RXN-12669	
G-10922	Acox2	RXN-9798, RXN-9846	
EG11095	acpH	3.1.4.14-RXN	
EG10247	acpS	HOLO-ACP-SYNTH-RXN, RXN-19477, RXN-19493, RXN-16759, RXN-10674, ENTDB-RXN	
EG12221	acpT	HOLO-ACP-SYNTH-RXN, RXN-19477, RXN-19493, RXN-16759, RXN-10674, ENTDB-RXN	
G-11471	acr	RXN-9087	
G3O-34320	ACR2p	RXN-982	
EG11703	acrA	TRANS-RXN-354, TRANS-RXN-360, TRANS-RXN0-592, TRANS-RXN-356, TRANS-RXN-357, TRANS-RXN-359, TRANS-RXN-355	
G-15282	acrA	RXN-8568	
EG11704	acrB	TRANS-RXN-354, TRANS-RXN0-592, TRANS-RXN-356, TRANS-RXN-357, TRANS-RXN-359, TRANS-RXN-355	
G-15283	acrB	RXN-8568	
G-15281	acrC	RXN-8568	
EG10014	acrD	TRANS-RXN-360	
EG10266	acrE	TRANS-RXN-354, TRANS-RXN-367, TRANS-RXN-352, TRANS-RXN-355	
EG10267	acrF	TRANS-RXN-354, TRANS-RXN-367, TRANS-RXN-352, TRANS-RXN-355	
EG11448	acs	ACETATE--COA-LIGASE-RXN, PROPIONATE--COA-LIGASE-RXN	
G-11336	ACS	RXN-10631	
G-11018	Acs1	RXN-19751, RXN-16389, RXN-16402, RXN-16401, RXN66-469, RXN-19960, RXN-7904, RXN-12185, ARACHIDONATE--COA-LIGASE-RXN, RXN-9673, RXN-9644, RXN-9623, PHYTANATE--COA-LIGASE-RXN, RXN-16380	
YAL054C	ACS1	ACETATE--COA-LIGASE-RXN	
G-10726	ACS2	2.3.1.159-RXN	
AT1G01480	ACS2	4.4.1.14-RXN	
G-11505	ACS2	4.4.1.14-RXN	
YLR153C	ACS2	ACETATE--COA-LIGASE-RXN	
G-11504	ACS3	4.4.1.14-RXN	
AT2G22810	ACS4	4.4.1.14-RXN	
G-12143	acsA	RXN-11613, RXN-11611, RXN-11612, RXN-11614	
G-10964	acsA	RXN-9834	
G-10393	acsA	ACETATE--COA-LIGASE-RXN, PROPIONATE--COA-LIGASE-RXN	
G-12416	acsA	1.2.7.4-RXN	
G-12415	acsB	ACETYLSYNCLTH-RXN	
HS02532	ACSBG1	RXN-12184, RXN66-474, ACYLCOASYN-RXN, RXN66-483, RXN66-469, RXN-19960, RXN-19959, RXN-19958, RXN-19961, RXN66-477, ARACHIDONATE--COA-LIGASE-RXN, RXN-19193, RXN-13614, RXN-14172, RXN-16393, RXN-9673, R223-RXN, RXN-9644, RXN-9623, RXN-19194, PHYTANATE--COA-LIGASE-RXN, RXN66-484, RXN-16380	
HS05377	ACSBG2	RXN-12184, RXN66-474, ACYLCOASYN-RXN, RXN66-483, RXN66-469, RXN-19960, RXN-19959, RXN-19958, RXN-19961, RXN66-477, ARACHIDONATE--COA-LIGASE-RXN, RXN-19193, RXN-13614, RXN-14172, RXN-16393, RXN-9673, R223-RXN, RXN-9644, RXN-9623, RXN-19194, PHYTANATE--COA-LIGASE-RXN, RXN66-484, RXN-16380	
G-3403	acsC	RXN-8401, R525-RXN, R526-RXN	
G-12141	acsC	RXN-11610	
G-3402	acsD	RXN-8401, R525-RXN, R526-RXN	
G-12140	acsD	RXN-11609	
G-12139	AcsD	RXN-11607	
G-3401	acsE	METHCOCLTH-RXN	
G-10100	acsF	RXN-5283, RXN-5284, RXN-5282	
G-15462	acsF2	RXN-5283, RXN-5284, RXN-13191, RXN-5282	
HS07766	ACSL1	LINOLENOYL-RXN, RXN-19751, RXN-16389, RXN-16402, RXN-16401, RXN-12184, RXN66-474, ACYLCOASYN-RXN, RXN66-483, RXN66-469, RXN-19960, RXN-7904, RXN-19959, RXN-19958, RXN-19961, RXN-12185, RXN66-477, ARACHIDONATE--COA-LIGASE-RXN, RXN-19193, RXN-13614, RXN-14172, RXN-16393, RXN-9673, R223-RXN, RXN-9644, RXN-9623, RXN-19194, PHYTANATE--COA-LIGASE-RXN, RXN66-484, RXN-16380	
HS04703	ACSL3	RXN-12184, RXN66-474, ACYLCOASYN-RXN, RXN66-483, RXN66-469, RXN-19960, RXN-19959, RXN-19958, RXN-19961, RXN66-477, ARACHIDONATE--COA-LIGASE-RXN, RXN-19193, RXN-13614, RXN-14172, RXN-16393, RXN-9673, R223-RXN, RXN-9644, RXN-9623, RXN-19194, PHYTANATE--COA-LIGASE-RXN, RXN66-484, RXN-16380	
HS00935	ACSL4	RXN-12184, RXN66-474, ACYLCOASYN-RXN, RXN66-483, RXN66-469, RXN-19960, RXN-19959, RXN-19958, RXN-19961, RXN66-477, ARACHIDONATE--COA-LIGASE-RXN, RXN-19193, RXN-13614, RXN-14172, RXN-16393, RXN-9673, R223-RXN, RXN-9644, RXN-9623, RXN-19194, PHYTANATE--COA-LIGASE-RXN, RXN66-484, RXN-16380	
HS01349	ACSL5	RXN-12184, RXN66-474, ACYLCOASYN-RXN, RXN66-483, RXN66-469, RXN-19960, RXN-19959, RXN-19958, RXN-19961, RXN66-477, ARACHIDONATE--COA-LIGASE-RXN, RXN-19193, RXN-13614, RXN-14172, RXN-16393, RXN-9673, R223-RXN, RXN-9644, RXN-9623, RXN-19194, PHYTANATE--COA-LIGASE-RXN, RXN66-484, RXN-16380	
HS15193	ACSL6	RXN-12184, RXN66-474, ACYLCOASYN-RXN, RXN66-483, RXN66-469, RXN-19960, RXN-19959, RXN-19958, RXN-19961, RXN66-477, ARACHIDONATE--COA-LIGASE-RXN, RXN-19193, RXN-13614, RXN-14172, RXN-16393, RXN-9673, R223-RXN, RXN-9644, RXN-9623, RXN-19194, PHYTANATE--COA-LIGASE-RXN, RXN66-484, RXN-16380	
G-11835	ACT	AGMATINE-N4-COUMAROYLTRANSFERASE-RXN	
G-18020	act	RXN-15375	
G-9370	act	TDCEACT-RXN	
G-44029	actA	RXN-16661, RXN-16658	
SCO5087	actI-1	RXN1A0-6297	
SCO5088	actI-2	RXN1A0-6297	
SCO5086	actIII	RXN1A0-6303	
SCO5091	actIV	RXN1A0-6307, RXN-15199	
EG11942	actP	RXN0-1981, RXN0-5111, TRANS-RXN0-576	
SCO5080	actVA-5	RXN-18115, RXN-18114, RXN-18117	
SCO5081	actVA6	RXN1A0-6318	
SCO5092	actVB	RXN-9510	
SCO5072	actVI-1	RXN1A0-6310	
SCO5073	actVI-2	RXN1A0-6316	
